2025-01-02,1252.19,1272.275,1226.003,1236.536,3507915500,21820316000.0
2025-01-03,1237.949,1241.357,1184.986,1186.916,3420165800,20036074000.0
2025-01-06,1182.158,1196.881,1155.062,1182.199,2880696700,15875162000.0
2025-01-07,1183.637,1215.876,1182.633,1215.876,2937561600,16920284000.0
2025-01-08,1211.182,1220.943,1178.624,1213.916,3390070900,19612080000.0
2025-01-09,1208.454,1221.182,1206.266,1215.038,3090504700,17595372000.0
2025-01-10,1213.152,1221.604,1182.243,1182.243,2839287900,17530601000.0
2025-01-13,1169.895,1193.116,1157.03,1185.25,2349326500,14596386000.0
2025-01-14,1189.866,1243.673,1189.866,1243.673,3513837900,22371647000.0
2025-01-15,1245.173,1251.672,1235.845,1241.469,3248527800,20234969000.0
2025-01-16,1246.21,1262.819,1235.962,1249.365,3160599000,19314341000.0
2025-01-17,1245.871,1253.951,1237.493,1249.373,2552505300,15598389000.0
2025-01-20,1257.518,1272.077,1248.215,1267.499,2949578000,19209555000.0
2025-01-21,1272.864,1274.056,1247.942,1260.719,2594057900,17526230000.0
2025-01-22,1254.02,1255.821,1241.526,1246.148,2006597500,13561815000.0
2025-01-23,1258.195,1272.92,1246.639,1246.639,2791469900,20389318000.0
2025-01-24,1243.598,1257.455,1236.378,1256.199,2349681000,16350373000.0
2025-01-27,1260.915,1268.379,1247.064,1247.595,2417352500,17034494000.0
2025-02-05,1252.948,1258.933,1244.225,1255.649,2543217900,18294974000.0
2025-02-06,1253.732,1282.839,1250.068,1282.839,2944011800,20446954000.0
2025-02-07,1284.812,1308.806,1283.536,1299.108,3741105300,28046722000.0
2025-02-10,1300.321,1313.761,1294.289,1313.761,3362132700,25717187000.0
2025-02-11,1313.781,1315.615,1300.051,1314.172,3070512200,23655481000.0
2025-02-12,1312.402,1322.796,1310.554,1322.733,3157570600,23236245000.0
2025-02-13,1323.989,1324.664,1307.002,1307.002,3280289300,24868852000.0
2025-02-14,1305.143,1310.743,1299.126,1306.72,3393018400,22495759000.0
2025-02-17,1307.501,1330.368,1307.39,1330.316,3686146300,26853637000.0
