date,code,open,high,low,close,volume,amount
2025-01-02,885800,1951.169,1975.508,1890.445,1911.542,8335614400,130054844000.0
2025-01-03,885800,1922.134,1933.614,1849.439,1852.248,8565960800,127617008000.0
2025-01-06,885800,1840.202,1853.032,1799.083,1818.117,7464800400,102161231000.0
2025-01-07,885800,1818.271,1885.251,1818.271,1885.251,7973588800,111883934000.0
2025-01-08,885800,1871.542,1895.497,1812.19,1879.897,9158344900,124652601000.0
2025-01-09,885800,1870.521,1921.316,1870.521,1901.259,8070296600,122116006000.0
2025-01-10,885800,1892.667,1915.15,1840.034,1840.034,7929060600,119638118000.0
2025-01-13,885800,1807.985,1845.417,1783.311,1829.794,6176542900,91820710000.0
2025-01-14,885800,1839.394,1937.989,1833.512,1937.989,9056793100,140285630000.0
2025-01-15,885800,1936.825,1943.752,1913.735,1920.359,7733465000,115843482000.0
2025-01-16,885800,1932.837,1961.476,1906.245,1930.816,8205997000,124165070000.0
2025-01-17,885800,1919.746,1958.597,1910.887,1941.865,7005052200,116073672000.0
2025-01-20,885800,1956.93,1979.238,1944.295,1968.425,7630519500,125452660000.0
2025-01-21,885800,1979.471,1991.113,1952.903,1991.113,8467500100,147137590000.0
2025-01-22,885800,1979.562,1991.229,1963.974,1973.353,7096929100,125380788000.0
2025-01-23,885800,1994.98,2018.872,1949.889,1949.889,8213845300,137656780000.0
2025-01-24,885800,1944.575,1992.531,1944.575,1990.842,7918197200,133601420000.0
2025-01-27,885800,1994.144,1997.909,1938.945,1938.945,6671148000,112654406000.0
2025-02-05,885800,1963.256,1987.37,1951.2,1978.786,7633248500,137419710000.0
2025-02-06,885800,1971.657,2063.325,1969.672,2063.271,10270804200,178112760000.0
2025-02-07,885800,2067.437,2118.625,2058.462,2090.281,12771926000,219044470000.0
2025-02-10,885800,2093.158,2123.494,2081.519,2123.494,11470038300,186870250000.0
2025-02-11,885800,2125.093,2143.604,2107.599,2128.01,10686475100,170775300000.0
2025-02-12,885800,2118.97,2164.479,2115.941,2164.356,10985271600,183502930000.0
2025-02-13,885800,2160.351,2160.351,2112.426,2116.399,10864914000,181449760000.0
2025-02-14,885800,2107.011,2122.16,2093.23,2109.241,9444036500,156884840000.0
2025-02-17,885800,2112.098,2143.504,2112.098,2143.504,10112219800,175969210000.0
2025-02-18,885800,2138.658,2153.007,2073.008,2081.127,10428183300,164942820000.0
2025-02-19,885800,2079.992,2160.713,2079.992,2160.713,10033042800,175026190000.0
2025-02-20,885800,2172.886,2218.982,2172.886,2213.385,11804531800,208031340000.0
2025-02-21,885800,2212.351,2254.92,2200.086,2253.688,14619463000,257050500000.0
2025-02-24,885800,2248.116,2262.438,2220.334,2254.167,12627967400,225856460000.0
2025-02-25,885800,2218.67,2292.223,2213.661,2265.86,12907109600,223208350000.0
