date,open,high,low,close,volume,amount
2025-01-02,1598.775,1618.268,1554.829,1570.561,4893285300,54597923000.0
2025-01-03,1572.66,1577.059,1485.981,1488.458,4666229700,46995447000.0
2025-01-06,1480.206,1492.333,1451.317,1467.89,3455200300,34436427000.0
2025-01-07,1468.13,1505.669,1468.13,1505.585,3608433300,35401612000.0
2025-01-08,1499.067,1516.138,1454.376,1505.741,4962969700,45486982000.0
2025-01-09,1497.333,1523.342,1496.251,1510.834,4704307000,41649105000.0
2025-01-10,1507.097,1521.509,1459.569,1459.569,4963083000,42223057000.0
2025-01-13,1441.093,1466.994,1420.348,1459.871,4012427200,35379132000.0
2025-01-14,1468.604,1538.664,1468.576,1538.664,4675577000,48629188000.0
2025-01-15,1543.197,1557.67,1533.323,1541.68,4087908800,46655374000.0
2025-01-16,1548.918,1581.751,1535.071,1551.223,5985766100,55117338000.0
2025-01-17,1542.696,1559.644,1534.631,1547.558,3996010000,38050893000.0
2025-01-20,1563.789,1576.205,1549.836,1566.662,3832948800,38225963000.0
2025-01-21,1576.617,1580.415,1552.854,1569.656,4303807000,47838415000.0
2025-01-22,1557.672,1557.672,1535.731,1541.231,4074968600,41174391000.0
2025-01-23,1556.315,1584.662,1538.47,1538.47,4894065600,52601271000.0
2025-01-24,1535.293,1580.616,1535.293,1578.647,4854782200,60792436000.0
2025-01-27,1590.335,1595.835,1558.587,1558.587,4214954700,50324770000.0
2025-02-05,1587.525,1608.281,1584.406,1603.332,5463157200,68890698000.0
2025-02-06,1600.557,1649.468,1593.362,1649.369,6379184700,75649065000.0
2025-02-07,1651.099,1703.106,1650.507,1677.722,6969631400,91300811000.0
2025-02-10,1687.235,1731.103,1687.235,1731.103,6587837000,78993857000.0
2025-02-11,1726.996,1738.306,1704.848,1723.074,6922147100,77429059000.0
2025-02-12,1721.116,1755.787,1720.775,1755.787,6708007000,77605467000.0
2025-02-13,1760.748,1766.014,1731.935,1741.031,7773065400,93474015000.0
2025-02-14,1738.949,1757.994,1722.141,1754.816,7040269800,91013809000.0
2025-02-17,1765.197,1783.129,1755.254,1773.548,6737250800,89835671000.0
2025-02-18,1764.13,1764.388,1705.719,1710.863,6339210800,81404373000.0
2025-02-19,1711.092,1752.421,1708.772,1752.16,5310122900,68467369000.0
2025-02-20,1753.478,1776.753,1752.706,1771.583,6359508200,82560147000.0
2025-02-21,1777.171,1800.207,1754.792,1794.828,7357120000,98211983000.0
2025-02-24,1787.845,1801.834,1773.674,1790.495,7008133600,92932994000.0
2025-02-25,1761.981,1799.668,1758.271,1782.265,6457561400,85513904000.0
2025-02-26,1787.43,1802.711,1778.482,1801.775,5738094300,76485036000.0
