date,open,high,low,close,volume,amount
2025-01-02,1018.978,1035.535,1001.395,1009.933,1196081890,9564588500.0
2025-01-03,1012.026,1032.364,994.443,995.823,1304798440,11305242200.0
2025-01-06,997.089,1019.938,984.777,1006.124,1073184020,8910971300.0
2025-01-07,1009.389,1027.726,1001.158,1027.726,1020736520,8794152900.0
2025-01-08,1024.771,1024.771,995.943,1015.008,1032258060,7870056100.0
2025-01-09,1010.591,1025.042,1007.027,1020.297,812165670,6167543300.0
2025-01-10,1021.261,1031.335,1003.535,1003.535,893444770,7544624900.0
2025-01-13,992.486,1026.723,988.416,1020.142,983276770,8997855900.0
2025-01-14,1019.308,1042.613,1014.674,1042.247,1040539060,8670098100.0
2025-01-15,1040.503,1042.001,1023.205,1030.084,1040536660,9814270300.0
2025-01-16,1036.816,1057.655,1036.816,1055.723,1191691240,10040109100.0
2025-01-17,1051.684,1060.67,1045.617,1057.22,1013262430,7967243600.0
2025-01-20,1060.411,1060.928,1046.648,1050.494,871366470,7186888600.0
2025-01-21,1050.122,1050.513,1036.091,1048.519,774862650,6363443700.0
2025-01-22,1045.061,1047.042,1038.158,1045.057,846179070,6612121600.0
2025-01-23,1050.415,1060.42,1039.396,1039.396,1076272850,8644568000.0
2025-01-24,1040.857,1052.244,1035.651,1051.029,881317260,7139055800.0
2025-01-27,1052.407,1062.087,1046.536,1046.536,819932080,6835136400.0
2025-02-05,1062.173,1066.175,1053.601,1062.276,1093043570,9439699500.0
2025-02-06,1061.474,1071.883,1056.317,1071.799,966322610,8542741400.0
2025-02-07,1070.671,1086.725,1066.729,1082.452,1210579240,10439157000.0
2025-02-10,1085.248,1090.472,1079.066,1085.766,1023328130,9546592200.0
2025-02-11,1088.458,1104.463,1084.889,1094.103,1434304900,12742280700.0
2025-02-12,1085.09,1090.732,1076.705,1090.732,1107328660,9018584400.0
2025-02-13,1090.807,1096.708,1083.253,1083.722,932367450,7531796300.0
2025-02-14,1084.184,1090.106,1078.797,1086.983,988415820,7852151200.0
2025-02-17,1078.064,1078.331,1069.811,1076.468,1225700070,10852849200.0
2025-02-18,1077.57,1081.709,1066.027,1068.782,1226491790,9316963600.0
2025-02-19,1067.718,1077.089,1067.59,1076.537,1001429750,8297613300.0
2025-02-20,1075.298,1081.049,1069.078,1079.762,914399100,7522221900.0
2025-02-21,1081.19,1084.471,1069.816,1073.896,1213572070,10081554600.0
2025-02-24,1074.043,1085.164,1070.991,1082.254,949845110,8366382100.0
2025-02-25,1080.943,1090.25,1073.819,1075.479,1183122590,9281163200.0
2025-02-26,1075.09,1086.526,1075.09,1084.635,1268518240,9500917600.0
2025-02-27,1084.165,1085.68,1063.956,1074.895,1170444210,9013056800.0
2025-02-28,1069.338,1081.445,1058.908,1060.828,1176946610,9547054700.0
2025-03-03,1066.008,1087.763,1066.008,1077.346,1203782620,9701944200.0
2025-03-04,1077.315,1092.361,1073.287,1091.7,1015909270,9161247200.0
2025-03-05,1089.644,1100.192,1081.324,1100.062,1026646130,9425977200.0
2025-03-06,1105.157,1111.767,1101.718,1110.234,1192676300,12042216100.0
2025-03-07,1109.573,1160.647,1109.573,1152.662,1867088200,16005778000.0
2025-03-10,1166.965,1174.82,1160.008,1174.721,2043203400,20442381000.0
2025-03-11,1160.926,1187.226,1153.213,1187.101,1954037000,18320544000.0
2025-03-12,1187.556,1197.003,1178.219,1185.8,1594466700,16411295000.0
2025-03-13,1190.792,1194.66,1173.6,1185.225,1554338200,16262572000.0
2025-03-14,1225.52,1235.728,1204.777,1210.709,2439356000,27782898000.0
2025-03-17,1200.286,1213.05,1195.833,1197.544,1895280600,20311077000.0
2025-03-18,1199.002,1226.887,1194.461,1211.053,2002585800,20218683000.0
2025-03-19,1210.068,1223.15,1204.968,1218.743,1723169500,17625875000.0
2025-03-20,1218.666,1223.47,1206.687,1208.953,1571757500,16102143000.0
2025-03-21,1204.7,1214.578,1186.409,1192.584,1540738500,16398544000.0
2025-03-24,1192.276,1207.86,1181.342,1204.31,1744677800,18383065000.0
2025-03-25,1202.577,1221.749,1197.605,1214.578,1552015800,15295642000.0
2025-03-26,1221.474,1241.731,1210.056,1214.948,1854422500,18576097000.0
2025-03-27,1204.88,1207.264,1188.859,1194.594,1513753700,14153180000.0
2025-03-28,1202.875,1204.591,1172.51,1184.724,1618136700,16149104000.0
2025-03-31,1178.77,1178.993,1160.381,1172.194,1406434900,13147246300.0
2025-04-01,1173.759,1188.479,1172.036,1173.641,1165898790,11457810500.0
2025-04-02,1172.527,1181.142,1166.326,1168.512,1039807790,10617150600.0
2025-04-03,1159.655,1172.047,1155.798,1163.416,1180404740,12012975600.0
2025-04-07,1085.73,1087.242,1043.188,1044.853,1700043000,16689157000.0
2025-04-08,1033.933,1043.612,1015.744,1031.876,1884953700,17036877000.0
2025-04-09,1011.047,1054.403,976.285,1051.472,2070765100,18100222000.0
2025-04-10,1071.982,1092.486,1068.537,1082.535,1846820300,16626821000.0
2025-04-11,1088.534,1105.885,1088.534,1095.224,1617173900,14769721000.0
2025-04-14,1104.825,1138.136,1104.825,1131.829,1653552200,16487661000.0
2025-04-15,1132.164,1133.126,1119.627,1127.497,1339939420,12819382300.0
2025-04-16,1133.857,1134.265,1099.154,1115.293,1274215850,12408746900.0
2025-04-17,1120.633,1137.784,1113.936,1114.05,1360221800,14695431000.0
2025-04-18,1111.532,1115.835,1102.081,1111.77,1041688100,9555255100.0
2025-04-21,1118.23,1155.569,1118.133,1155.264,1710954100,17046156000.0
2025-04-22,1157.856,1162.992,1148.093,1159.247,1673952500,15919324000.0
2025-04-23,1150.037,1156.663,1139.861,1142.912,1598262200,15991934000.0
