date,code,open,high,low,close,volume,amount
2025-01-02,885311.0,2654.422,2681.794,2574.495,2598.982,5809526900.0,65842410000.0
2025-01-03,885311.0,2607.062,2612.889,2485.29,2488.697,5338558400.0,57043942000.0
2025-01-06,885311.0,2480.956,2517.013,2423.814,2483.743,4482088200.0,48678726000.0
2025-01-07,885311.0,2487.857,2567.388,2487.857,2567.371,4661646700.0,53166598000.0
2025-01-08,885311.0,2559.319,2581.59,2476.071,2563.47,5155898600.0,58581728000.0
2025-01-09,885311.0,2557.245,2600.409,2555.876,2576.286,4573005900.0,56947359000.0
2025-01-10,885311.0,2572.758,2597.325,2496.905,2496.905,4820084800.0,57141196000.0
2025-01-13,885311.0,2462.284,2504.783,2426.121,2484.615,3823733700.0,44919096000.0
2025-01-14,885311.0,2497.035,2614.748,2497.035,2614.748,5590928500.0,68140442000.0
2025-01-15,885311.0,2615.754,2620.177,2586.233,2593.226,4625329500.0,56831068000.0
2025-01-16,885311.0,2605.183,2648.935,2582.616,2608.552,4744000600.0,58031329000.0
2025-01-17,885311.0,2596.881,2627.945,2579.285,2610.34,4147817000.0,49846001000.0
2025-01-20,885311.0,2620.651,2660.163,2615.521,2646.166,4873775100.0,58600034000.0
2025-01-21,885311.0,2666.18,2671.018,2632.681,2661.628,4767897600.0,62540387000.0
2025-01-22,885311.0,2657.658,2672.806,2641.925,2652.164,5281289800.0,67078285000.0
2025-01-23,885311.0,2678.447,2712.217,2638.275,2638.275,6403837200.0,79157064000.0
2025-01-24,885311.0,2628.548,2679.359,2626.985,2675.223,5694824800.0,69868929000.0
2025-01-27,885311.0,2687.799,2694.737,2630.322,2630.322,4862343700.0,60788601000.0
2025-02-05,885311.0,2652.87,2666.809,2637.842,2658.883,4810819700.0,64117034000.0
2025-02-06,885311.0,2651.052,2723.516,2638.583,2723.516,6375688700.0,85216179000.0
2025-02-07,885311.0,2722.509,2795.565,2722.454,2766.837,7493036800.0,101995213000.0
2025-02-10,885311.0,2785.466,2824.95,2775.542,2824.95,6976271800.0,94716965000.0
2025-02-11,885311.0,2820.214,2832.955,2789.366,2817.933,6668276000.0,93373467000.0
2025-02-12,885311.0,2823.691,2877.605,2823.691,2877.605,6802891400.0,93648564000.0
2025-02-13,885311.0,2882.951,2882.951,2826.316,2836.471,7586496600.0,104995521000.0
2025-02-14,885311.0,2827.415,2859.899,2817.889,2852.268,6615088300.0,93754038000.0
2025-02-17,885311.0,2875.263,2905.662,2865.958,2898.581,7395239500.0,101349258000.0
2025-02-18,885311.0,2910.164,2929.91,2835.689,2843.924,7518696000.0,98902309000.0
2025-02-19,885311.0,2836.232,2916.519,2833.276,2916.458,7739163600.0,101966383000.0
2025-02-20,885311.0,2912.938,2936.082,2898.328,2933.701,7705538400.0,98998033000.0
2025-02-21,885311.0,2947.394,3006.845,2943.331,3001.558,9216256900.0,129209967000.0
2025-02-24,885311.0,3002.488,3016.132,2964.082,2996.948,8360493300.0,120638951000.0
2025-02-25,885311.0,2948.43,3013.583,2942.432,2983.735,7870371300.0,112385122000.0
2025-02-26,885311.0,2991.174,3025.503,2981.89,3022.934,7465920200.0,103572794000.0
2025-02-27,885311.0,3025.13,3034.026,2952.085,3001.991,7481793900.0,105265146000.0
2025-02-28,885311.0,2987.826,2989.467,2901.347,2907.373,7390954300.0,99660554000.0
2025-03-03,885311.0,2914.488,2966.743,2895.052,2924.168,6278835500.0,85205307000.0
2025-03-04,885311.0,2897.142,2981.563,2896.638,2981.195,5788298800.0,76570176000.0
2025-03-05,885311.0,2989.46,3007.034,2962.506,3005.301,6149381300.0,85395127000.0
2025-03-06,885311.0,3017.673,3075.8,3017.673,3064.671,7316413800.0,104292706000.0
2025-03-07,885311.0,3053.281,3066.396,3001.961,3020.413,7023377800.0,97413822000.0
2025-03-10,885311.0,3019.732,3035.52,2997.251,3027.619,5410855800.0,75698729000.0
