date,open,high,low,close,volume,amount
2025-01-02,983.488,995.727,957.947,965.64,6220850500,49542014000.0
2025-01-03,967.652,969.529,922.793,923.854,5969569700,43534483000.0
2025-01-06,920.604,929.107,900.198,917.511,4935801500,32673320000.0
2025-01-07,919.126,939.486,918.011,939.439,4690476600,32320195000.0
2025-01-08,938.317,941.928,912.307,936.38,5428572400,37796964000.0
2025-01-09,931.88,941.951,930.043,935.43,4333754500,30977196000.0
2025-01-10,934.343,939.851,905.036,905.036,4376313000,33124272000.0
2025-01-13,895.045,911.42,882.775,907.103,4446385600,26888460000.0
2025-01-14,910.987,947.999,910.987,947.999,5376556600,37701508000.0
2025-01-15,948.363,951.463,937.929,942.926,4759199800,33620661000.0
2025-01-16,947.143,963.983,942.803,951.895,4827188500,35236983000.0
2025-01-17,948.574,953.062,939.952,947.883,4089327500,29519499000.0
2025-01-20,954.861,963.407,945.573,958.498,4443396700,32909541000.0
2025-01-21,964.041,964.635,946.463,952.064,4908791100,31718239000.0
2025-01-22,947.612,948.281,938.525,942.016,4336262300,32124109000.0
2025-01-23,951.616,963.863,940.075,940.075,4995223200,39407841000.0
2025-01-24,937.314,948.842,934.254,947.424,4470377000,35134048000.0
2025-01-27,951.561,961.363,942.465,942.465,4361361500,36794845000.0
2025-02-05,949.907,957.125,945.35,954.065,5008808400,46165875000.0
2025-02-06,952.633,968.867,945.826,968.795,5488980900,47367608000.0
2025-02-07,969.355,993.955,968.786,985.869,7206765300,65063838000.0
2025-02-10,989.481,1007.39,989.481,1007.214,6451066900,55484915000.0
2025-02-11,1008.491,1008.491,994.598,1002.018,5642617400,51178387000.0
2025-02-12,1001.592,1015.209,1001.592,1015.207,6055071500,49360726000.0
2025-02-13,1016.469,1020.973,1008.426,1011.693,7088513700,60211734000.0
2025-02-14,1011.322,1015.042,1006.122,1012.155,6879409400,62461702000.0
2025-02-17,1014.814,1029.831,1014.177,1025.857,6727364500,66608289000.0
2025-02-18,1025.552,1025.685,996.928,1000.649,6871829000,61830960000.0
2025-02-19,999.87,1015.856,999.574,1015.856,5070863600,47889040000.0
2025-02-20,1014.849,1018.129,1009.361,1016.964,5059648700,46060775000.0
2025-02-21,1018.757,1025.04,1006.736,1023.918,6042087800,65386405000.0
2025-02-24,1024.974,1038.017,1024.522,1035.133,7258039200,73714448000.0
2025-02-25,1023.317,1035.927,1020.814,1025.579,6119863000,57704571000.0
2025-02-26,1028.042,1037.031,1028.042,1037.002,6136504200,58262126000.0
2025-02-27,1036.81,1041.129,1017.144,1031.254,6722080200,58120553000.0
2025-02-28,1027.364,1030.015,1004.721,1006.475,6445186200,59347232000.0
2025-03-03,1008.512,1024.593,1006.093,1012.431,5830018000,50895931000.0
2025-03-04,1006.034,1021.684,1004.592,1021.68,4581819000,39822083000.0
2025-03-05,1021.58,1021.966,1006.751,1019.947,4898912200,41280490000.0
2025-03-06,1023.84,1039.129,1021.069,1037.913,6192149600,55789184000.0
2025-03-07,1035.293,1042.146,1025.984,1030.478,5835410000,52719824000.0
2025-03-10,1032.283,1038.333,1029.681,1036.986,4573404600,41908831000.0
2025-03-11,1026.87,1041.441,1025.032,1041.441,4507807700,39232716000.0
2025-03-12,1045.151,1052.889,1043.264,1047.794,5008318800,48072139000.0
2025-03-13,1045.851,1046.867,1024.086,1035.091,5284338900,44713919000.0
2025-03-14,1033.841,1048.674,1026.978,1048.251,5621781100,44105768000.0
2025-03-17,1052.043,1061.059,1052.043,1057.977,5399208300,42226583000.0
2025-03-18,1061.795,1064.753,1057.51,1064.399,4694419700,44945835000.0
2025-03-19,1063.084,1064.2,1055.57,1059.517,4627518900,44064618000.0
2025-03-20,1060.201,1070.141,1057.354,1062.35,4661478000,41308580000.0
2025-03-21,1060.727,1067.097,1048.882,1053.534,6136356900,49597880000.0
2025-03-24,1054.886,1055.498,1013.896,1031.356,6614817300,50971287000.0
2025-03-25,1030.505,1034.626,1020.43,1027.629,5530254400,43690677000.0
2025-03-26,1024.033,1041.994,1024.033,1039.832,5403125900,42055673000.0
2025-03-27,1036.512,1036.512,1020.819,1027.385,5020839900,38298415000.0
2025-03-28,1023.992,1026.44,1010.374,1011.304,5050197200,38939737000.0
2025-03-31,1004.115,1004.408,986.727,997.206,5382919600,40981159000.0
2025-04-01,998.845,1012.339,998.845,1005.047,5197313600,40304027000.0
2025-04-02,1002.851,1011.457,1000.507,1004.999,4006916400,32315594000.0
2025-04-03,996.192,1010.762,996.192,1005.523,4635423200,35818182000.0
2025-04-07,953.198,954.3,883.519,888.973,6800056100,48954522000.0
2025-04-08,884.332,908.967,878.646,895.066,7236574000,51035593000.0
2025-04-09,883.791,927.558,845.116,923.079,7752360800,54205403000.0
2025-04-10,934.733,953.112,934.733,941.866,6618316300,49369224000.0
2025-04-11,935.641,952.621,935.223,944.177,4896191100,37917450000.0
2025-04-14,954.321,965.521,954.321,959.677,5156908300,37833369000.0
2025-04-15,961.122,962.479,951.493,959.048,4056134800,30611546000.0
2025-04-16,958.428,960.297,935.678,949.301,4855100400,37132358000.0
2025-04-17,944.825,964.477,944.013,956.818,4404890300,32989419000.0
2025-04-18,955.992,961.425,949.027,959.281,4226011600,29844250000.0
2025-04-21,958.516,973.462,953.558,973.462,4162013600,32296534000.0
2025-04-22,972.986,980.355,972.31,976.726,4622982600,35333593000.0
2025-04-23,979.403,983.933,978.204,980.9,4751081400,37255116000.0
2025-04-24,979.361,982.529,967.789,973.323,4762818900,35264078000.0
2025-04-25,974.962,985.16,972.471,978.213,4958323300,36235640000.0
2025-04-28,976.765,978.893,962.969,965.676,5020203400,34915546000.0
2025-04-29,963.409,977.531,961.301,974.073,4241444900,31185926000.0
2025-04-30,974.103,984.156,974.103,979.784,5254781400,36947572000.0
2025-05-06,985.04,1004.123,985.04,1004.123,5546990300,42781277000.0
2025-05-07,1015.482,1019.413,1007.459,1015.266,5793121100,49548744000.0
2025-05-08,1011.583,1025.566,1010.098,1025.279,5152843300,41080198000.0
2025-05-09,1025.419,1025.577,1012.988,1014.486,4358880200,36107485000.0
2025-05-12,1018.87,1024.679,1014.633,1024.679,4396334200,37522302000.0
2025-05-13,1032.332,1034.393,1022.913,1024.888,5080390900,38913527000.0
2025-05-14,1024.064,1034.573,1018.499,1030.107,5780165700,40943653000.0
2025-05-15,1029.947,1029.947,1020.246,1020.868,5121166400,37653378000.0
2025-05-16,1021.654,1026.292,1020.007,1022.987,4929879200,35221995000.0
2025-05-19,1025.801,1038.807,1022.57,1038.148,5590748700,37727960000.0
2025-05-20,1040.049,1046.938,1034.577,1046.661,5234287400,38123557000.0
2025-05-21,1046.862,1048.376,1041.165,1045.841,5378873100,39439348000.0
2025-05-22,1042.111,1049.595,1030.611,1031.378,4806148200,35254814000.0
2025-05-23,1030.503,1036.35,1016.402,1016.524,4963715900,39222257000.0
2025-05-26,1016.802,1027.726,1016.802,1027.692,4393524700,33496120000.0
2025-05-27,1027.915,1032.272,1021.898,1030.421,4477957400,34783524000.0
2025-05-28,1030.479,1035.516,1023.9,1026.772,4476653200,32441246000.0
2025-05-29,1025.941,1046.19,1025.926,1045.088,5354847700,41570772000.0
2025-05-30,1044.588,1045.831,1035.514,1038.016,5636982400,39758001000.0
2025-06-03,1031.611,1039.742,1030.328,1037.07,4842117100,38757223000.0
2025-06-04,1036.536,1047.294,1036.536,1047.294,5059974000,35962085000.0
2025-06-05,1047.298,1051.031,1042.728,1049.907,5044336900,38102990000.0
2025-06-06,1049.504,1054.007,1048.715,1053.813,5227127200,37279011000.0
2025-06-09,1054.344,1063.285,1052.491,1063.285,5187701800,36837417000.0
2025-06-10,1064.287,1064.472,1042.885,1054.603,6028106900,43311487000.0
2025-06-11,1055.069,1060.724,1052.588,1057.84,4730269900,43264435000.0
2025-06-12,1054.639,1058.011,1050.335,1055.15,4272861000,36295155000.0
2025-06-13,1052.948,1053.487,1037.628,1038.588,6094554100,45276237000.0
2025-06-16,1037.031,1048.935,1036.887,1048.935,4631039400,34754811000.0
2025-06-17,1050.112,1052.827,1045.416,1051.978,4664235100,34340857000.0
2025-06-18,1050.437,1051.288,1041.409,1044.653,4407414400,34415470000.0
2025-06-19,1043.166,1043.193,1021.5,1023.042,5094328600,37885204000.0
2025-06-20,1020.203,1025.228,1012.15,1014.207,4023712900,30528468000.0
2025-06-23,1009.363,1033.487,1008.685,1033.166,4702336400,32152420000.0
2025-06-24,1033.426,1052.6,1033.237,1052.6,5541330100,41543837000.0
2025-06-25,1053.103,1063.498,1051.185,1063.335,5527550200,45339543000.0
2025-06-26,1063.824,1071.307,1061.55,1062.76,5283536900,48360194000.0
2025-06-27,1065.53,1074.531,1065.53,1067.89,5445252000,42028316000.0
2025-06-30,1071.208,1078.745,1069.922,1078.517,5114544400,39732958000.0
2025-07-01,1080.196,1080.665,1069.821,1078.868,4843012600,37410212000.0
2025-07-02,1080.296,1083.399,1073.657,1083.399,5960573000,42039828000.0
2025-07-03,1083.69,1087.451,1082.034,1087.416,5207178000,37757957000.0
2025-07-04,1088.15,1092.231,1081.388,1082.174,5936144600,42372407000.0
2025-07-07,1079.841,1092.705,1079.432,1092.705,5101806000,37315118000.0
2025-07-08,1092.714,1102.072,1090.535,1102.072,5640141800,44401390000.0
2025-07-09,1102.731,1108.911,1102.131,1104.385,6149825500,45166226000.0
2025-07-10,1102.099,1114.791,1101.24,1112.827,7085316300,50385945000.0
2025-07-11,1112.941,1116.247,1105.82,1113.762,7453015800,55987530000.0
2025-07-14,1113.761,1118.989,1111.418,1118.174,6096428200,46554848000.0
2025-07-15,1115.442,1115.631,1094.951,1105.618,6425443800,50239856000.0
2025-07-16,1105.51,1111.177,1101.139,1106.775,4834712000,39611722000.0
2025-07-17,1106.63,1112.012,1104.419,1111.93,4757597100,38873304000.0
2025-07-18,1113.205,1115.847,1110.056,1115.847,4974821400,41149832000.0
2025-07-21,1128.063,1144.299,1127.65,1144.299,8270168600,58590562000.0
2025-07-22,1151.34,1161.762,1142.849,1161.762,9489069300,70079895000.0
2025-07-23,1169.946,1170.009,1151.22,1151.491,10428937300,78226019000.0
2025-07-24,1145.911,1167.758,1145.911,1167.758,8835574400,63258146000.0
2025-07-25,1168.434,1168.558,1157.29,1159.404,8741878900,62978697000.0
2025-07-28,1157.896,1160.157,1152.857,1159.321,6848658200,52026017000.0
2025-07-29,1157.776,1160.344,1146.413,1160.344,6172529200,50106269000.0
2025-07-30,1157.243,1161.006,1149.006,1156.296,6357678500,49538758000.0
2025-07-31,1152.513,1157.796,1137.014,1140.012,6739100500,55334887000.0
2025-08-01,1140.993,1148.918,1140.214,1146.743,4709464900,42710745000.0
2025-08-04,1141.626,1154.218,1136.908,1154.199,4501798100,40860933000.0
2025-08-05,1154.759,1164.356,1154.759,1164.291,4838315800,40991701000.0
2025-08-06,1163.524,1170.883,1158.056,1169.767,5276770100,47952052000.0
2025-08-07,1171.101,1171.705,1164.11,1169.723,5349991300,49192696000.0
2025-08-08,1167.396,1178.794,1164.974,1176.74,5635432300,49539764000.0
2025-08-11,1179.001,1193.868,1177.628,1193.374,5895787600,53441333000.0
2025-08-12,1192.548,1192.548,1185.083,1190.719,5430550700,52541232000.0
2025-08-13,1192.078,1193.862,1186.979,1192.275,6047395200,56621468000.0
2025-08-14,1192.655,1193.207,1172.942,1172.942,6980977100,68952058000.0
2025-08-15,1172.528,1190.376,1172.528,1190.052,6392824000,62146509000.0
2025-08-18,1196.096,1209.699,1194.453,1205.21,7517411400,77189314000.0
2025-08-19,1207.645,1213.474,1202.827,1209.301,7044187500,72684595000.0
2025-08-20,1206.635,1216.224,1198.749,1216.224,6643648400,68037554000.0
2025-08-21,1219.71,1227.335,1215.635,1221.212,7992935400,78031545000.0
2025-08-22,1221.303,1227.54,1215.071,1227.54,7366511000,78496456000.0
2025-08-25,1234.274,1246.224,1232.602,1241.825,9746257900,90628771000.0
2025-08-26,1241.204,1252.064,1233.827,1247.014,8437451100,93708453000.0
2025-08-27,1247.753,1248.789,1213.173,1213.173,9281487800,102930990000.0
2025-08-28,1212.146,1222.033,1178.813,1214.254,8269239800,87434225000.0
2025-08-29,1216.299,1217.107,1206.293,1210.375,6866694800,76602664000.0
2025-09-01,1211.972,1222.249,1206.285,1217.883,7359029100,78217469000.0
2025-09-02,1217.422,1217.511,1186.817,1199.102,7484088900,75016658000.0
