date,code,open,high,low,close,volume,amount
2025-01-02,886016.0,1040.487,1058.047,1020.733,1030.206,1060818400.0,4788270500.0
2025-01-03,886016.0,1028.458,1032.547,978.786,979.764,904691730.0,3857756900.0
2025-01-06,886016.0,971.446,982.219,952.774,969.246,852837430.0,3243567600.0
2025-01-07,886016.0,966.91,981.847,961.364,981.502,657511540.0,3291198600.0
2025-01-08,886016.0,976.494,984.061,956.057,978.097,818984720.0,3816045000.0
2025-01-09,886016.0,974.885,1014.091,972.995,998.915,965137630.0,4286162100.0
2025-01-10,886016.0,995.495,1003.235,968.357,969.009,756736970.0,3818956300.0
2025-01-13,886016.0,950.33,967.027,946.437,959.622,548112520.0,2578137900.0
2025-01-14,886016.0,962.566,1004.18,962.566,1004.09,800642930.0,3654586500.0
2025-01-15,886016.0,1006.098,1008.16,993.516,998.121,616059410.0,3084327000.0
2025-01-16,886016.0,1002.612,1020.084,994.591,1001.874,676073520.0,3283235400.0
2025-01-17,886016.0,996.43,1009.484,992.391,1005.717,495196360.0,2714076300.0
2025-01-20,886016.0,1010.806,1014.832,995.867,1010.027,488686550.0,2730780300.0
2025-01-21,886016.0,1012.486,1014.173,992.927,1000.963,428740560.0,2276600100.0
2025-01-22,886016.0,996.66,996.696,984.042,987.931,410505820.0,2011479900.0
2025-01-23,886016.0,1000.173,1015.399,988.91,988.91,653117770.0,3051247900.0
2025-01-24,886016.0,987.061,993.105,978.546,989.513,539008680.0,2343627000.0
2025-01-27,886016.0,994.429,1012.952,991.743,993.115,546812890.0,2766913400.0
2025-02-05,886016.0,996.661,999.416,987.187,995.222,463726080.0,2238547000.0
2025-02-06,886016.0,993.585,1008.161,986.051,1008.161,515388490.0,2418563600.0
2025-02-07,886016.0,1009.055,1030.212,1005.847,1026.706,664769170.0,3417191500.0
2025-02-10,886016.0,1025.534,1041.326,1023.583,1041.326,1042947490.0,4393538500.0
2025-02-11,886016.0,1041.718,1042.802,1028.913,1038.475,1099375330.0,4407790400.0
2025-02-12,886016.0,1034.297,1044.234,1031.297,1044.234,855947200.0,3742848900.0
2025-02-13,886016.0,1044.997,1053.431,1037.314,1042.04,1329888880.0,5393543600.0
2025-02-14,886016.0,1037.691,1041.525,1030.18,1034.572,896054140.0,3763985100.0
2025-02-17,886016.0,1034.037,1056.823,1031.849,1056.823,843837720.0,3991448400.0
2025-02-18,886016.0,1055.465,1055.922,1027.892,1030.834,802952830.0,3954433400.0
2025-02-19,886016.0,1030.444,1045.233,1030.444,1045.032,575552670.0,2873625600.0
2025-02-20,886016.0,1043.485,1059.361,1036.819,1056.226,691008550.0,3407517000.0
2025-02-21,886016.0,1054.874,1062.434,1044.75,1061.329,650039930.0,3805458300.0
2025-02-24,886016.0,1081.829,1089.072,1057.871,1062.913,732762330.0,4486220800.0
2025-02-25,886016.0,1048.945,1049.991,1038.537,1041.14,600200060.0,3370640100.0
2025-02-26,886016.0,1040.924,1048.515,1036.64,1043.155,496600680.0,2746476300.0
2025-02-27,886016.0,1041.955,1048.162,1036.63,1048.162,1142663690.0,4849208700.0
2025-02-28,886016.0,1043.001,1043.286,1022.171,1025.234,829090060.0,3799466400.0
2025-03-03,886016.0,1026.062,1043.876,1026.062,1038.252,511524190.0,2856572800.0
2025-03-04,886016.0,1032.464,1048.033,1030.562,1047.917,375087530.0,2190150300.0
2025-03-05,886016.0,1046.164,1046.164,1028.133,1045.326,496865640.0,3050127600.0
2025-03-06,886016.0,1042.692,1053.948,1039.14,1050.943,674645190.0,3797198300.0
2025-03-07,886016.0,1045.596,1049.559,1035.024,1040.599,543553620.0,3079814400.0
2025-03-10,886016.0,1039.936,1043.231,1033.451,1039.185,333941420.0,2064885100.0
2025-03-11,886016.0,1030.186,1044.035,1027.712,1044.035,487491270.0,2506054300.0
2025-03-12,886016.0,1044.323,1050.847,1041.132,1046.665,441169920.0,2607123700.0
2025-03-13,886016.0,1045.696,1047.627,1026.2,1036.38,472760010.0,2532996800.0
2025-03-14,886016.0,1033.988,1057.925,1033.988,1057.925,552121930.0,3459181000.0
2025-03-17,886016.0,1061.493,1075.421,1061.493,1070.107,642024480.0,3919185400.0
2025-03-18,886016.0,1070.133,1081.551,1068.579,1081.27,508755950.0,3286101900.0
2025-03-19,886016.0,1078.806,1081.008,1070.274,1073.491,412413060.0,2727997700.0
2025-03-20,886016.0,1073.691,1074.453,1066.568,1067.094,321991780.0,2036078700.0
2025-03-21,886016.0,1071.276,1077.546,1055.419,1059.277,378825560.0,2367692600.0
