date,code,open,high,low,close,volume,amount
2025-01-02,886044.0,1121.318,1124.319,1078.185,1092.146,3319924200.0,77312601000.0
2025-01-03,886044.0,1092.424,1094.189,1032.284,1033.068,2900520300.0,61470454000.0
2025-01-06,886044.0,1027.956,1048.315,1016.223,1034.403,2260967500.0,48644129000.0
2025-01-07,886044.0,1036.119,1076.689,1034.744,1076.689,2706967000.0,60235150000.0
2025-01-08,886044.0,1067.497,1087.683,1036.741,1078.863,3089895500.0,61449578000.0
2025-01-09,886044.0,1072.619,1112.718,1072.593,1100.474,3181424800.0,70847446000.0
2025-01-10,886044.0,1096.578,1105.064,1063.463,1063.463,3347501000.0,67872063000.0
2025-01-13,886044.0,1047.961,1071.807,1034.34,1060.272,2604372800.0,48894174000.0
2025-01-14,886044.0,1071.399,1126.435,1064.938,1126.435,3414950400.0,74026255000.0
2025-01-15,886044.0,1126.533,1132.762,1108.281,1112.117,3181348700.0,62414700000.0
2025-01-16,886044.0,1120.708,1140.898,1107.416,1120.02,3294499500.0,67715897000.0
2025-01-17,886044.0,1111.903,1121.719,1098.083,1113.056,2692961600.0,57434508000.0
2025-01-20,886044.0,1122.802,1138.811,1116.25,1131.455,2764591700.0,57865264000.0
2025-01-21,886044.0,1137.799,1143.251,1123.141,1143.251,2867302900.0,69230866000.0
2025-01-22,886044.0,1140.452,1171.508,1140.452,1160.661,3359550400.0,80750596000.0
2025-01-23,886044.0,1173.768,1188.681,1147.776,1147.776,3622295000.0,84677065000.0
2025-01-24,886044.0,1141.169,1179.955,1141.169,1179.135,3368694000.0,74000016000.0
2025-01-27,886044.0,1179.082,1180.915,1127.19,1127.19,2885689500.0,68630535000.0
2025-02-05,886044.0,1141.34,1154.415,1132.254,1150.707,3671274000.0,86814268000.0
2025-02-06,886044.0,1149.999,1190.177,1148.621,1190.177,3724259600.0,85586478000.0
2025-02-07,886044.0,1195.638,1237.944,1195.168,1219.563,5324627400.0,124895933000.0
2025-02-10,886044.0,1232.243,1244.194,1226.525,1244.13,4547363800.0,105869479000.0
2025-02-11,886044.0,1243.537,1259.047,1233.98,1243.963,4058050600.0,97797419000.0
2025-02-12,886044.0,1246.49,1288.804,1246.49,1285.758,4161090000.0,101846475000.0
2025-02-13,886044.0,1289.645,1294.74,1265.759,1276.81,4717338100.0,106908649000.0
2025-02-14,886044.0,1272.445,1296.934,1269.917,1293.145,4627197200.0,104227480000.0
2025-02-17,886044.0,1318.278,1345.829,1311.221,1337.777,4966718800.0,128806413000.0
2025-02-18,886044.0,1329.152,1337.175,1293.498,1298.418,4610862700.0,113135922000.0
2025-02-19,886044.0,1296.469,1339.707,1296.469,1339.707,4038185700.0,99789281000.0
2025-02-20,886044.0,1335.173,1353.45,1326.009,1348.169,4156310000.0,98987895000.0
